RecipeID;Recipe_Name;Author;Review_Count;Prepare_Time;Cook_Time;Total_Time;Ingredients;Directions;Calories;Servings;Recipe_Photo
8488;Hungarian Flourless Hazelnut Cake Recipe;LAURANERIC;72;30 m;1 h;1 h 30 m;hazelnut,baking powder,egg,white sugar,egg,whipping cream,hazelnut;Preheat the oven to 325 degrees F (165 degrees C). Grease and flour a 9-inch springform pan. Grind hazelnuts until very fine. Add baking powder and set aside.In a large bowl, whip the egg yolks with the sugar until pale yellow in color. Beat in the ground hazelnut mixture.In a separate CLEAN bowl, with a CLEAN whisk, whip the egg whites until stiff. Quickly fold 1/3 of the egg whites into the yolk mixture, then add the remaining whites and fold in until no streaks remain.Pour into a 9 inch springform. Bake in preheated oven for 60 to 75 minutes, or until top of cake springs back when lightly tapped. Cool on wire rack.When cake is cool, slice horizontally into 3 layers. Whip the cream until stiff, and spread generously between layers, on top and on the sides of the cake. Sprinkle chopped hazelnuts on top for decoration.;258.2;12;https://images.media-allrecipes.com/userphotos/250x250/3797.jpg
25501;Olive Spread Snackers Recipe;sal;12;10 m;X;10 m;olive,walnut,mayonnaise,sour cream,thyme,black pepper,salt,garlic,onion;In a food processor, blend pitted black olives, walnuts, mayonnaise, sour cream, thyme, black pepper, salt, garlic powder and dried minced onion. Chill in the refrigerator until serving.;61.8;40;https://images.media-allrecipes.com/userphotos/250x250/654028.jpg
15027;Overnight Raisin Oatmeal Pancakes Recipe;Cindy Carnes;93;20 m;10 m;12 h 30 m;oat,buttermilk,flour,white sugar,baking powder,baking soda,cinnamon,salt,egg,butter,raisin;In a medium bowl, mix together the oats and buttermilk. Cover, and refrigerate overnight.The next morning: In a large bowl, sift together the flour, sugar, baking powder, baking soda, cinnamon, and salt. Make a well in the center, and pour in the oatmeal mixture, eggs, butter, and raisins. Stir until just moistened. Allow batter to sit 20 minutes before cooking. If batter is too thick, add buttermilk 1 tablespoon at a time, until the batter reaches the desired consistency.Heat a lightly greased, large skillet or griddle over medium heat. Pour 1/4 cup batter onto the hot griddle for each cake. Cook pancakes until bubbles appear on top, flip, and cook until lightly browned on bottom.;196.3;9;https://images.media-allrecipes.com/userphotos/250x250/474397.jpg
12088;Flip;P.  Tindall;56;20 m;45 m;1 h 5 m;flour,baking powder,salt,white sugar,milk,peach,butter;In a large mixing bowl, cream butter or margarine with 1/2 cup sugar.In another bowl, combine flour, baking powder, and salt.  Alternately add these ingredients and the milk to the creamed mixture.Spread batter in greased casserole dish or loaf pan.  Top the batter with the fruit, and pour 1 cup of juice over the top of the fruit.  Top the fruit with the other 1/2 cup of sugar.  (Can omit sugar if the fruit is already sweet enough to your liking.)Bake at 375 degrees F (190 degrees C) for 45 minutes.;427.3;6;https://images.media-allrecipes.com/userphotos/250x250/933239.jpg
24967;Autumn Apple Blender Cake Recipe;Krysta;7;15 m;35 m;1 h;flour,baking powder,salt,cinnamon,spice,nutmeg,butter,white sugar,maple syrup,egg,cream,milk,apple,sugar;'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan. Sift together the flour, baking powder, salt, cinnamon, allspice and nutmeg. Set aside.In a blender on low speed, combine butter, sugar, maple syrup, eggs and cream of tartar.  Gradually mix in the flour mixture, then stir in the milk.  Turn off the blender, then fold in chopped apple.Pour batter into prepared pan. Bake in the preheated oven for 30 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool 10 minutes in the pan before removing.  Dust with confectioners'' sugar before serving.';238.8;14;https://images.media-allrecipes.com/userphotos/560x315/2145036.jpg
15451;Southern Butternut Squash Recipe;Jiniwin Schroeder;94;20 m;30 m;50 m;butternut squash,milk,egg,butter,vanilla,whipping cream,white sugar,Topping:,brown sugar,flour,butter,pecan;Preheat oven to 350 degrees F (175 degrees C). Butter a 2-quart casserole dish.Blend together the butternut squash, sweetened condensed milk, eggs, butter, vanilla, whipping cream, and sugar.Pour into prepared casserole dish. Prepare topping, if desired: combine brown sugar, flour, 1/3 cup butter, and chopped nuts. Mix together and sprinkle over squash.Bake in preheated oven until set and edges begin to bubble, 30 to 45 minutes.;121.3;5;https://images.media-allrecipes.com/userphotos/250x250/175386.jpg
13718;Corn Pudding V Recipe;Becky;212;15 m;45 m;1 h;corn,cream,margarine,sour cream,bread;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 2 quart casserole dish.In a medium bowl, mix together the whole kernel corn, cream style corn, margarine, sour cream, and corn bread mix. Pour into the prepared casserole dish.Bake for 45 minutes in the preheated oven, or until a knife inserted in the center comes out clean.;538.5;12;https://images.media-allrecipes.com/userphotos/250x250/52646.jpg
7592;Sour Cream Coffee Cake II Recipe;Irene;55;X;X;X;white sugar,butter,egg,flour,baking powder,baking soda,sour cream,walnut,white sugar,cinnamon;Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 8x12 inch pan.In a large bowl, cream together 1 cup of the white sugar with 1 cup butter. Add the eggs and beat well. Mix in the flour, baking soda, baking powder, and sour cream, stir until just combined.Pour 1/2 of the batter into the prepared pan then sprinkle with 3/4 of the filling. Pour the remaining cake batter on top and sprinkle top with the remaining filling. Bake at 350 degrees F (175 degrees C) for 40 minutes.To Make Filling: Combine chopped nuts, ground cinnamon, and 3/4 cup white sugar and mix well.;427.7;12;https://images.media-allrecipes.com/userphotos/560x315/2108071.jpg
19220;Graham Cracker Icing Recipe;TRIGGERPAL;7;5 m;X;5 m;margarine,egg,vanilla,sugar,cocoa powder,milk;In a large bowl,  beat the margarine, egg and vanilla, using an electric mixer, until light and fluffy. Stir in confectioners sugar and cocoa until smooth. Beat in the milk, one tablespoon at a time, until the desired spreading consistency is reached. You may need to adjust the amount of milk used.;172.4;24;https://images.media-allrecipes.com/userphotos/560x315/784563.jpg
21059;Flavorful Rice Recipe;SARAH ANNE;12;5 m;20 m;25 m;water,rice,olive,vinegar,basil,oregano,salt,black pepper,tomato;'In your rice steamer combine the water, rice, olive oil, vinegar, basil, oregano, salt, pepper and tomatoes.  Cook according to steamer''s settings.';454.1;8;https://images.media-allrecipes.com/userphotos/250x250/878907.jpg
23876;Mexican Soup Recipe;Bette Wirth;69;20 m;45 m;1 h 5 m;chicken,bean,corn,tomato,onion,bell pepper,bell pepper,chile pepper,chicken broth,cumin;Place cooked chicken, kidney beans, corn, tomatoes, onion, red and green bell peppers, chiles, broth and cumin in a large pot over medium heat.  Simmer 45 minutes.;335.5;4;https://images.media-allrecipes.com/userphotos/250x250/394324.jpg
20066;Traditional White Bread Recipe;Danialle;798;20 m;30 m;2 h 30 m;yeast,white sugar,water,lard,salt,bread;In a large bowl, dissolve yeast and sugar in warm water. Stir in lard, salt and two cups of the flour. Stir in the remaining flour, 1/2 cup at a time, beating well after each addition. When the dough has pulled together, turn it out onto a lightly floured surface and knead until smooth and elastic, about 8 minutes.Lightly oil a large bowl, place the dough in the bowl and turn to coat with oil. Cover with a damp cloth and let rise in a warm place until doubled in volume, about 1 hour.Deflate the dough and turn it out onto a lightly floured surface. Divide the dough into two equal pieces and form into loaves. Place the loaves into two lightly greased 9x5 inch loaf pans. Cover the loaves with a damp cloth and let rise until doubled in volume, about 40 minutes.Preheat oven to 425 degrees F (220 degrees C).Bake at 375 degrees F (190 degrees C) for about 30 minutes or until the top is golden brown and the bottom of the loaf sounds hollow when tapped.;491.4;20;https://images.media-allrecipes.com/userphotos/560x315/3133806.jpg
7190;Spinach Bread Recipe;GINNY M.;48;X;X;X;water,vegetable oil,spinach,flour,cheddar,salt,white sugar,black pepper,yeast;Place all ingredients in bread machine pan in the order recommended by the manufacturer. Select white bread cycle.;121.2;15;https://images.media-allrecipes.com/userphotos/250x250/161577.jpg
25632;Ruby Cake Recipe;PENILU;5;30 m;45 m;1 h 30 m;cake,flour,white sugar,baking soda,salt,egg,cocktail,TOPPING:,brown sugar,walnut,coconut,sauce,margarine,corn syrup,milk,coconut;Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan. Mix together the topping ingredients - brown sugar, chopped nuts and 1 cup coconut. Set aside.In a large bowl, mix together the flour, sugar, baking soda and salt. Make a well in the center and pour in the eggs and fruit cocktail with juice. Mix well and pour into prepared pan. Sprinkle with topping mixture.Bake in the preheated oven for 30 to 35 minutes, or until a toothpick inserted into the center of the cake comes out clean.In a saucepan, combine margarine, corn syrup, evaporated milk and flaked coconut. Cook, stirring constantly, until mixture boils and thickens. Pour over cake and place back in oven for few minutes until it bubbles.;528.0;12;https://images.media-allrecipes.com/userphotos/560x315/1481524.jpg
16906;Corn Cornbread Recipe;sal;11;10 m;25 m;35 m;corn,sour cream,egg,butter,cornmeal,white sugar,applesauce;Preheat oven to 375 degrees F (190 degrees C). Grease a 9x5 inch loaf pan.In a large bowl, mix together corn, sour cream, eggs and melted butter. Gradually stir in the cornmeal, sugar and applesauce. Pour into the prepared pan.Bake at 375 degrees F (190 degrees C) for 25 minutes, or until a toothpick inserted into the center of the loaf comes out clean.;365.3;15;https://images.media-allrecipes.com/userphotos/250x250/685576.jpg
7182;Old;MARBALET;7;X;X;X;flour,baking powder,salt,shortening,white sugar,egg,milk;In a medium bowl mix together the flour, baking powder, and salt.In a separate bowl cream together the shortening and sugar. Stir in beaten egg, and milk.Add flour mixture alternately with liquid mixture.Fill greased muffin tins two-thirds of the way full. Bake in a preheated 375 degree F(190 degrees C) oven for 30 minutes.;146.4;10;https://images.media-allrecipes.com/userphotos/250x250/3598.jpg
7114;Mocha Muffins Recipe;GODGIFU;7;10 m;25 m;35 m;egg,egg,milk,coffee,water,vanilla,flour,milk,white sugar,baking powder,salt,cinnamon,white sugar;Preheat oven to 400 degrees F (205 degrees C).  Grease muffin cups.Mix together egg, egg whites, and milk. Stir in coffee powder, water, and vanilla.In a large bowl, mix together flour, malted milk powder, 1/2 cup sugar, baking powder, and salt.  Stir in liquid mixture. Mix together really well, until batter is thin and gooey like cake batter.  Fill muffin cups 2/3 full.  In a small bowl, stir together cinnamon and 2 tablespoons sugar. Sprinkle cinnamon sugar over muffins.Bake in preheated oven for 20 to 25 minutes.;148.9;12;https://images.media-allrecipes.com/userphotos/250x250/74887.jpg
16209;Apple Yogurt Pancakes Recipe;Bonnie Molleston;87;15 m;10 m;25 m;egg,milk,yogurt,vegetable oil,flour,baking powder,baking soda,salt,cinnamon,apple;In a large bowl, stir together the eggs, milk, yogurt and oil until well blended. Combine the flour, baking powder, baking soda, salt and cinnamon, stir into the milk mixture until smooth. Fold in chopped apple.Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each cake. Cook until bubbles form in the cakes and the bottoms are golden brown. Flip and cook the other side. Serve warm with syrup or jam.;455.4;6;https://images.media-allrecipes.com/userphotos/250x250/133552.jpg
18498;P.J.s Fresh Corn Salad Recipe;BROWNDOG;119;15 m;X;1 h 15 m;corn,tomato,zucchini,cucumber,onion,bell pepper,salad dressing;Husk the corn and slice the kernels from the cob. In a large bowl, mix together the corn, tomato, zucchini, cucumber, onion and red bell pepper.  Pour dressing over vegetables and toss to coat.  Refrigerate until chilled, at least 1 hour.;395.4;8;https://images.media-allrecipes.com/userphotos/560x315/104718.jpg
13388;Potato Soup V Recipe;Nell Marsh;92;X;X;X;celery,onion,potato,chicken,black pepper,celery,parsley,butter,flour,milk,1 cup half-and-half;In a large stock pot combine celery, onion, potatoes, bouillon cubes, pepper, celery salt and parsley.  Add enough water so that vegetables are fully submerged, cover and cook until vegetables are tender.  Remove from the heat and set aside.In a small skillet melt butter.  Once melted add flour and mix until a paste like consistency is formed.  Add milk all at once and stir over low heat until it thickens.Add milk and flour mixture to the vegetables and stir gently.  Add half and half and keep warm until serving. If desired serve with Cheese Biscuits II.;340.5;6;https://images.media-allrecipes.com/userphotos/560x315/4600991.jpg
20497;Ruthanns Beefy Bean Dip Recipe;rag;3;30 m;15 m;45 m;bean,bean,onion,ground beef,pepper,sauce,taco,green onion,cheddar;In a large saucepan over medium heat,  combine the kidney beans, refried beans, onion, ground beef, jalapenos, hot sauce and taco seasoning. Cook for 10 minutes or until beef is brown.Add the green onions and grated cheese just before serving. Serve hot with tortilla chips and sliced jalapenos if desired.;323.4;6;https://images.media-allrecipes.com/userphotos/250x250/581020.jpg
